"REF_DATE","GEO","DGUID","Components","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-02","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.56","","","","2"
"2021-03","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.53","","","","2"
"2021-04","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.50","","","","2"
"2021-05","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.48","","","","2"
"2021-06","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.46","","","","2"
"2021-07","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.43","","","","2"
"2021-08","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.41","","","","2"
"2021-09","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.40","","","","2"
"2021-10","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.40","","","","2"
"2021-11","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.37","","","","2"
"2021-12","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.36","","","","2"
"2022-01","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.36","","","","2"
"2022-02","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.35","","","","2"
"2022-03","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.40","","","","2"
"2022-04","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.50","","","","2"
"2022-05","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.51","","","","2"
"2022-06","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.63","","","","2"
"2022-07","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.81","","","","2"
"2022-08","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","2.88","","","","2"
"2022-09","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","3.05","","","","2"
"2022-10","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","3.15","","","","2"
"2022-11","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","3.18","","","","2"
"2022-12","Canada","2016A000011124","Total, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667787","1.13.2","3.30","","","","2"
"2013-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2013-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2014-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2015-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2016-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2016-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2016-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2016-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2016-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2016-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","","..","","","0"
"2016-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","114240","","","","0"
"2016-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","111445","","","","0"
"2016-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","105848","","","","0"
"2016-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","104376","","","","0"
"2016-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","101708","","","","0"
"2016-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","99163","","","","0"
"2017-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","98723","","","","0"
"2017-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","98380","","","","0"
"2017-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","100190","","","","0"
"2017-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","100446","","","","0"
"2017-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","100276","","","","0"
"2017-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","100515","","","","0"
"2017-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","98969","","","","0"
"2017-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","96848","","","","0"
"2017-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","95288","","","","0"
"2017-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","93928","","","","0"
"2017-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","93080","","","","0"
"2017-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","92493","","","","0"
"2018-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","92115","","","","0"
"2018-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","90989","","","","0"
"2018-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","90443","","","","0"
"2018-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","90291","","","","0"
"2018-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","90784","","","","0"
"2018-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","93373","","","","0"
"2018-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","94519","","","","0"
"2018-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","95005","","","","0"
"2018-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","94646","","","","0"
"2018-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","94007","","","","0"
"2018-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","92935","","","","0"
"2018-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","91783","","","","0"
"2019-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","90575","","","","0"
"2019-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","89619","","","","0"
"2019-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","89784","","","","0"
"2019-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","88684","","","","0"
"2019-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","87340","","","","0"
"2019-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","84945","","","","0"
"2019-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","82001","","","","0"
"2019-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","79299","","","","0"
"2019-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","76774","","","","0"
"2019-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","74234","","","","0"
"2019-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","71690","","","","0"
"2019-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","69692","","","","0"
"2020-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","68035","","","","0"
"2020-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","65937","","","","0"
"2020-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","64521","","","","0"
"2020-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","64778","","","","0"
"2020-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","64779","","","","0"
"2020-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","64944","","","","0"
"2020-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","65032","","","","0"
"2020-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","64362","","","","0"
"2020-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","63507","","","","0"
"2020-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","62422","","","","0"
"2020-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","61477","","","","0"
"2020-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","60662","","","","0"
"2021-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","60011","","","","0"
"2021-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","59332","","","","0"
"2021-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","58975","","","","0"
"2021-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","59847","","","","0"
"2021-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","59344","","","","0"
"2021-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","62978","","","","0"
"2021-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","64778","","","","0"
"2021-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","66921","","","","0"
"2021-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","68390","","","","0"
"2021-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","70509","","","","0"
"2021-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","72003","","","","0"
"2021-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","73661","","","","0"
"2022-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","74704","","","","0"
"2022-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","75687","","","","0"
"2022-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","76820","","","","0"
"2022-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","77964","","","","0"
"2022-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","79417","","","","0"
"2022-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","81067","","","","0"
"2022-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","83762","","","","0"
"2022-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","84937","","","","0"
"2022-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","85738","","","","0"
"2022-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","78854","","","","0"
"2022-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","78310","","","","0"
"2022-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667737","1.14.1","77812","","","","0"
"2013-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2013-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2014-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-04","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-05","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-06","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-07","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-08","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-09","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-10","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-11","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2015-12","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2016-01","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2016-02","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
"2016-03","Canada","2016A000011124","Variable rate, outstanding balances, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667788","1.14.2","","..","","","2"
