"REF_DATE","GEO","DGUID","Components","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5880","","","","0"
"2013-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6195","","","","0"
"2013-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7259","","","","0"
"2013-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9716","","","","0"
"2013-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10519","","","","0"
"2013-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10869","","","","0"
"2013-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10373","","","","0"
"2013-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9576","","","","0"
"2013-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8046","","","","0"
"2013-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7838","","","","0"
"2013-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6973","","","","0"
"2013-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6186","","","","0"
"2014-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5694","","","","0"
"2014-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6247","","","","0"
"2014-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7155","","","","0"
"2014-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8739","","","","0"
"2014-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9994","","","","0"
"2014-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10504","","","","0"
"2014-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10125","","","","0"
"2014-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9308","","","","0"
"2014-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7944","","","","0"
"2014-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8919","","","","0"
"2014-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6981","","","","0"
"2014-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7521","","","","0"
"2015-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6137","","","","0"
"2015-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7291","","","","0"
"2015-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9019","","","","0"
"2015-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11035","","","","0"
"2015-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11366","","","","0"
"2015-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13050","","","","0"
"2015-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12236","","","","0"
"2015-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10919","","","","0"
"2015-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10490","","","","0"
"2015-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11420","","","","0"
"2015-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10750","","","","0"
"2015-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11505","","","","0"
"2016-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8430","","","","0"
"2016-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8840","","","","0"
"2016-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9748","","","","0"
"2016-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11162","","","","0"
"2016-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11595","","","","0"
"2016-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13834","","","","0"
"2016-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12569","","","","0"
"2016-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11993","","","","0"
"2016-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10941","","","","0"
"2016-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9210","","","","0"
"2016-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9509","","","","0"
"2016-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9297","","","","0"
"2017-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6140","","","","0"
"2017-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5613","","","","0"
"2017-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7113","","","","0"
"2017-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7609","","","","0"
"2017-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9288","","","","0"
"2017-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11629","","","","0"
"2017-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11901","","","","0"
"2017-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11013","","","","0"
"2017-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8191","","","","0"
"2017-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8219","","","","0"
"2017-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7107","","","","0"
"2017-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6526","","","","0"
"2018-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7230","","","","0"
"2018-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8132","","","","0"
"2018-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7880","","","","0"
"2018-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8728","","","","0"
"2018-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11461","","","","0"
"2018-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12532","","","","0"
"2018-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9982","","","","0"
"2018-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9942","","","","0"
"2018-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7687","","","","0"
"2018-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8703","","","","0"
"2018-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8609","","","","0"
"2018-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6569","","","","0"
"2019-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5916","","","","0"
"2019-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5844","","","","0"
"2019-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6590","","","","0"
"2019-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8307","","","","0"
"2019-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10466","","","","0"
"2019-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11896","","","","0"
"2019-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12424","","","","0"
"2019-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11124","","","","0"
"2019-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10166","","","","0"
"2019-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10376","","","","0"
"2019-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9838","","","","0"
"2019-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8141","","","","0"
"2020-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7669","","","","0"
"2020-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8090","","","","0"
"2020-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9589","","","","0"
"2020-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11809","","","","0"
"2020-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11824","","","","0"
"2020-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13640","","","","0"
"2020-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13188","","","","0"
"2020-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13442","","","","0"
"2020-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13520","","","","0"
"2020-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","13533","","","","0"
"2020-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12060","","","","0"
"2020-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10626","","","","0"
"2021-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8810","","","","0"
"2021-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8960","","","","0"
"2021-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10860","","","","0"
"2021-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","11088","","","","0"
"2021-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","10470","","","","0"
"2021-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","12030","","","","0"
"2021-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","9530","","","","0"
"2021-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8353","","","","0"
"2021-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7493","","","","0"
"2021-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7332","","","","0"
"2021-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7539","","","","0"
"2021-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6224","","","","0"
"2022-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5357","","","","0"
"2022-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5719","","","","0"
"2022-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7203","","","","0"
"2022-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7145","","","","0"
"2022-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","7531","","","","0"
"2022-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","8528","","","","0"
"2022-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","6794","","","","0"
"2022-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","5681","","","","0"
"2022-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","4685","","","","0"
"2022-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","4559","","","","0"
"2022-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","4594","","","","0"
"2022-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Dollars","Dollars","81","millions","6","v122667724","1.1.1","3820","","","","0"
"2013-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.23","","","","2"
"2013-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.19","","","","2"
"2013-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.13","","","","2"
"2013-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.11","","","","2"
"2013-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.09","","","","2"
"2013-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.08","","","","2"
"2013-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.14","","","","2"
"2013-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.22","","","","2"
"2013-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.31","","","","2"
"2013-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.32","","","","2"
"2013-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.30","","","","2"
"2013-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.27","","","","2"
"2014-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.28","","","","2"
"2014-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.22","","","","2"
"2014-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.20","","","","2"
"2014-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.16","","","","2"
"2014-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.17","","","","2"
"2014-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.16","","","","2"
"2014-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.13","","","","2"
"2014-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.06","","","","2"
"2014-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.04","","","","2"
"2014-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.01","","","","2"
"2014-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.04","","","","2"
"2014-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.05","","","","2"
"2015-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.04","","","","2"
"2015-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.87","","","","2"
"2015-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.84","","","","2"
"2015-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.82","","","","2"
"2015-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.80","","","","2"
"2015-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.78","","","","2"
"2015-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.71","","","","2"
"2015-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.65","","","","2"
"2015-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.64","","","","2"
"2015-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.66","","","","2"
"2015-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.71","","","","2"
"2015-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.69","","","","2"
"2016-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.82","","","","2"
"2016-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.88","","","","2"
"2016-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.93","","","","2"
"2016-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.83","","","","2"
"2016-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.77","","","","2"
"2016-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.75","","","","2"
"2016-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.71","","","","2"
"2016-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.72","","","","2"
"2016-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.71","","","","2"
"2016-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.68","","","","2"
"2016-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.68","","","","2"
"2016-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.69","","","","2"
"2017-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.84","","","","2"
"2017-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.91","","","","2"
"2017-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.91","","","","2"
"2017-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.87","","","","2"
"2017-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.83","","","","2"
"2017-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.80","","","","2"
"2017-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.83","","","","2"
"2017-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","2.90","","","","2"
"2017-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.12","","","","2"
"2017-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.20","","","","2"
"2017-11","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.32","","","","2"
"2017-12","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.32","","","","2"
"2018-01","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.37","","","","2"
"2018-02","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.42","","","","2"
"2018-03","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.51","","","","2"
"2018-04","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.55","","","","2"
"2018-05","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.47","","","","2"
"2018-06","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.35","","","","2"
"2018-07","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.51","","","","2"
"2018-08","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.54","","","","2"
"2018-09","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.60","","","","2"
"2018-10","Canada","2016A000011124","Total, funds advanced, residential mortgages, insured","Interest rate","Percent","239","units","0","v122667775","1.1.2","3.59","","","","2"
